name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
qw2004_false-unreach-call_os.ll,S,0.121893,false,425,213,,11,,11,,2412,114,14,1260,,14,11,0,
safe033_tso.opt_true-unreach-call_o0.ll,0,1.711049,true,8311,2210,,35,,35,,40818,3888,223,20865,,223,35,0,
safe006_tso.opt_true-unreach-call_os.ll,S,6.433124,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
safe036_pso.oepc_true-unreach-call_os.ll,S,7.699786,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe036_power.opt_true-unreach-call_os.ll,S,7.679925,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
szymanski_true-unreach-call_os.ll,S,0.101949,true,453,774,,,,,,7510,81,,1763,,0,0,0,
19_time_var_mutex_true-unreach-call_o0.ll,0,0.141979,true,427,82,,6,,6,,1251,186,15,821,,15,6,0,
safe022_tso.oepc_true-unreach-call_os.ll,S,6.47386,true,19975,28641,,145,,145,,603758,6688,1160,88107,,1160,145,0,
19_time_var_mutex_true-unreach-call_os.ll,S,0.081657,true,201,144,,5,,5,,2227,85,12,686,,12,5,0,
safe036_rmo.opt_true-unreach-call_o2.ll,2,7.679536,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
thin000_tso.opt_true-unreach-call_o0.ll,0,1.450603,true,7461,2073,,30,,30,,42374,3678,190,18857,,190,30,0,
thin000_pso.opt_true-unreach-call_o2.ll,2,6.4334,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
safe029_tso.oepc_true-unreach-call_o2.ll,2,5.168322,true,18122,25752,,145,,145,,439042,6429,1006,80791,,1006,145,0,
safe010_tso.opt_true-unreach-call_o2.ll,2,5.750305,true,18859,26897,,145,,145,,512720,6530,1063,83721,,1063,145,0,
safe036_rmo.oepc_true-unreach-call_o0.ll,0,2.01247,true,9436,2437,,35,,35,,49995,4178,267,23544,,267,35,0,
